Order_ID,Order_Date,Region,Sales_Rep,Product_Category,Revenue,Discount,Target,Net_Revenue,Month,Year,Margin_%
ORD0237,2024-09-09,North,David Brown,Accessories,9322.13,0.11,16311.97,9322.019999999999,9,2024,99.99882001216459
ORD0238,2024-12-13,East,Mary Johnson,Furniture,2129.74,0.17,8506.45,2129.5699999999997,12,2024,99.99201780499027
ORD0239,2024-07-06,North,Linda Davis,Furniture,9074.87,0.1,18663.05,9074.77,7,2024,99.99889805583992
ORD0240,2024-11-04,South,David Brown,Software,10134.97,0.06,11665.95,10134.91,11,2024,99.9994079903542
ORD0241,2024-08-04,East,John Smith,Accessories,18534.27,0.06,5614.22,18534.21,8,2024,99.99967627535369
ORD0242,2024-03-04,East,David Brown,Furniture,6197.99,0.0,18254.45,6197.99,3,2024,100.0
ORD0243,2024-06-02,North,Linda Davis,Software,5232.36,0.12,13581.94,5232.24,6,2024,99.99770657982249
ORD0244,2024-04-02,North,David Brown,Accessories,18109.56,0.02,22551.49,18109.54,4,2024,99.9998895610937
ORD0245,2024-10-14,South,Mary Johnson,Accessories,15862.08,0.11,11191.92,15861.97,10,2024,99.99930652222154
ORD0246,2024-06-17,North,David Brown,Electronics,3244.29,0.17,23771.63,3244.12,6,2024,99.99476002453541
ORD0247,2024-11-15,West,Linda Davis,Office Supplies,1318.78,0.08,13881.07,1318.7,11,2024,99.99393378728826
ORD0248,2024-03-26,West,James Wilson,Furniture,16896.03,0.08,11777.81,16895.949999999997,3,2024,99.99952651599222
ORD0249,2024-02-17,East,Linda Davis,Accessories,4607.1,0.13,17532.84,4606.97,2,2024,99.99717826832497
ORD0250,2024-07-30,South,John Smith,Software,9582.81,0.14,12573.65,9582.67,7,2024,99.99853905065426
ORD0251,2024-06-28,South,John Smith,Electronics,12638.62,0.14,23225.69,12638.480000000001,6,2024,99.99889228412596
ORD0252,2024-11-12,North,Linda Davis,Furniture,18391.91,0.22,23049.18,18391.69,11,2024,99.99880382189778
ORD0253,2024-04-04,North,John Smith,Office Supplies,3501.74,0.23,20068.26,3501.5099999999998,4,2024,99.99343183674402
ORD0254,2024-11-12,East,Mary Johnson,Accessories,3487.33,0.16,13590.72,3487.17,11,2024,99.99541196273367
ORD0255,2024-10-22,South,Mary Johnson,Furniture,8563.41,0.14,20148.54,8563.27,10,2024,99.99836513725258
ORD0256,2024-06-01,West,David Brown,Office Supplies,9617.37,0.15,6373.03,9617.220000000001,6,2024,99.9984403220423
ORD0257,2024-09-21,South,David Brown,Electronics,15652.62,0.07,14156.1,15652.550000000001,9,2024,99.99955279052325
ORD0258,2024-08-14,South,Mary Johnson,Electronics,8795.34,0.13,10547.79,8795.210000000001,8,2024,99.9985219445752
ORD0259,2024-03-03,South,James Wilson,Electronics,6699.1,0.2,22055.47,6698.900000000001,3,2024,99.9970145243391
ORD0260,2024-10-23,South,James Wilson,Electronics,18727.94,0.18,21110.24,18727.76,10,2024,99.99903886919758
ORD0261,2024-03-02,East,David Brown,Office Supplies,3411.58,0.17,5113.69,3411.41,3,2024,99.99501697160846
ORD0262,2024-02-22,West,John Smith,Software,5227.35,0.0,24712.48,5227.35,2,2024,100.0
ORD0263,2024-12-24,West,Linda Davis,Accessories,5960.11,0.16,19700.92,5959.95,12,2024,99.99731548578802
ORD0264,2024-12-02,West,Linda Davis,Furniture,2922.06,0.22,23013.43,2921.84,12,2024,99.99247106493365
ORD0265,2024-08-24,East,John Smith,Electronics,7879.07,0.22,23858.33,7878.849999999999,8,2024,99.9972077922902
ORD0266,2024-08-13,South,David Brown,Furniture,11591.23,0.18,18127.9,11591.05,8,2024,99.99844710181749
ORD0267,2024-03-05,North,Linda Davis,Electronics,6134.39,0.19,17212.78,6134.200000000001,3,2024,99.99690270752268
ORD0268,2024-11-16,West,Linda Davis,Accessories,19620.98,0.11,21998.76,19620.87,11,2024,99.99943937560712
ORD0269,2024-07-18,North,Mary Johnson,Office Supplies,1881.36,0.1,7125.21,1881.26,7,2024,99.99468469617725
ORD0270,2024-10-20,East,John Smith,Accessories,15033.67,0.16,9537.24,15033.51,10,2024,99.99893572228206
ORD0271,2024-05-05,South,Mary Johnson,Furniture,8704.77,0.13,21163.46,8704.640000000001,5,2024,99.99850656594029
ORD0272,2024-05-28,South,Linda Davis,Electronics,2184.89,0.02,6149.74,2184.87,5,2024,99.99908462210912
ORD0273,2024-04-02,East,Linda Davis,Electronics,18710.85,0.21,11613.75,18710.64,4,2024,99.99887765654687
ORD0274,2024-01-27,East,James Wilson,Office Supplies,17848.29,0.2,7189.52,17848.09,1,2024,99.99887944447339
ORD0275,2024-03-17,West,James Wilson,Office Supplies,19122.13,0.12,21272.95,19122.010000000002,3,2024,99.99937245484682
ORD0276,2024-07-10,South,Linda Davis,Software,16001.63,0.09,5028.44,16001.539999999999,7,2024,99.99943755729885
ORD0277,2024-06-29,South,Mary Johnson,Software,14316.75,0.11,7372.68,14316.64,6,2024,99.99923166919866
ORD0278,2024-10-11,North,David Brown,Furniture,18121.7,0.16,18888.78,18121.54,10,2024,99.9991170806271
ORD0279,2024-02-08,East,David Brown,Electronics,10437.54,0.21,6759.03,10437.330000000002,2,2024,99.99798803166264
ORD0280,2024-10-20,South,David Brown,Electronics,16058.45,0.14,6620.71,16058.310000000001,10,2024,99.99912818484972
ORD0281,2024-11-29,South,John Smith,Accessories,6914.23,0.22,16138.04,6914.009999999999,11,2024,99.99681815617936
ORD0282,2024-03-13,North,Linda Davis,Software,8627.96,0.07,24908.5,8627.89,3,2024,99.99918868423127
ORD0283,2024-03-13,East,James Wilson,Electronics,12981.38,0.24,21207.58,12981.14,3,2024,99.99815119810067
ORD0284,2024-01-07,West,Mary Johnson,Furniture,16366.65,0.17,5264.47,16366.48,1,2024,99.99896130240458
ORD0285,2024-04-25,East,John Smith,Software,18527.26,0.25,22155.12,18527.01,4,2024,99.99865063695333
ORD0286,2024-10-08,North,James Wilson,Furniture,16846.59,0.2,23336.99,16846.39,10,2024,99.99881281612481
ORD0287,2024-10-02,North,James Wilson,Accessories,11558.56,0.08,13149.85,11558.48,10,2024,99.9993078722609
ORD0288,2024-09-27,South,James Wilson,Electronics,6286.42,0.2,13869.85,6286.22,9,2024,99.9968185390095
ORD0289,2024-02-26,North,Linda Davis,Electronics,14825.21,0.11,24472.38,14825.099999999999,2,2024,99.99925802062836
ORD0290,2024-09-12,East,David Brown,Office Supplies,1438.93,0.22,13805.99,1438.71,9,2024,99.98471086154295
ORD0291,2024-04-29,South,John Smith,Accessories,19566.4,0.14,16149.8,19566.260000000002,4,2024,99.9992844876932
ORD0292,2024-07-04,North,Mary Johnson,Software,1436.37,0.21,12162.44,1436.1599999999999,7,2024,99.98537981160844
ORD0293,2024-10-10,South,David Brown,Office Supplies,15870.72,0.03,18834.24,15870.689999999999,10,2024,99.99981097265909
ORD0294,2024-05-02,North,Mary Johnson,Furniture,15751.64,0.08,15153.14,15751.56,5,2024,99.99949211637646
ORD0295,2024-01-18,West,Linda Davis,Software,4952.0,0.02,6412.26,4951.98,1,2024,99.99959612277867
ORD0296,2024-01-27,West,David Brown,Electronics,16068.76,0.11,24953.89,16068.65,1,2024,99.99931544188848
ORD0297,2024-02-22,West,James Wilson,Accessories,17737.18,0.05,7320.26,17737.13,2,2024,99.99971810626042
ORD0298,2024-02-26,North,David Brown,Furniture,11236.21,0.16,22160.12,11236.05,2,2024,99.99857603230983
ORD0299,2024-04-18,East,James Wilson,Electronics,6669.74,0.14,17187.64,6669.599999999999,4,2024,99.9979009676539
ORD0300,2024-01-24,South,Linda Davis,Accessories,3540.44,0.01,7744.85,3540.43,1,2024,99.99971754923116
